"bloco";"y";"x";"id";"vulgar";"cient";"familia";"nome";"classif";"c7";"c10";"c13";"c16";"coordx";"coordy";"fuste7";"fuste10";"fuste13";"st7";"st10";"st13";"fito7";"fito10";"fito13";"copa7";"copa10";"copa13";"obs";"d7";"d10";"d13";"d16";"g7";"g10";"g13";"g16";"ipa0710";"ipa0713";"ipa0716";"ipa1013";"ipa1016";"ipa1316";"ipa0710.100";"ipa0713.100";"ipa0716.100";"ipa1013.100";"ipa1016.100";"ipa1316.100";"numcient";"numclassif";"sub100";"sub50";"sub25";"sub20";"sub15";"sub10";"G7.100";"G7.50";"G7.25";"G7.20";"G7.15";"G7.10";"Gnorm7.100";"Gnorm7.50";"Gnorm7.25";"Gnorm7.20";"Gnorm7.15";"Gnorm7.10";"bal7.100";"bal7.50";"bal7.25";"bal7.20";"bal7.15";"bal7.10";"d7.100";"d7.50";"d7.25";"d7.20";"d7.15";"d7.10";"dalt7.100";"dalt7.50";"dalt7.25";"dalt7.20";"dalt7.15";"dalt7.10";"Igh7.100";"Igh7.50";"Igh7.25";"Igh7.20";"Igh7.15";"Igh7.10";"dist7.3";"viz7.3";"dist7.5";"viz7.5";"dist7.7";"viz7.7";"dist7.10";"viz7.10";"dist7.12";"viz7.12";"dist7.15";"viz7.15";"dist7.17";"viz7.17";"dist7.20";"viz7.20";"Hg7.3";"Hg7.5";"Hg7.7";"Hg7.10";"Hg7.12";"Hg7.15";"Hg7.17";"Hg7.20";"TB7.3";"TB7.5";"TB7.7";"TB7.10";"TB7.12";"TB7.15";"TB7.17";"TB7.20";"poligonos.7";"areas.7";"diametros.7";"num.viz.7";"APA7.m";"APA7.v";"Hgalt7.3";"Hgalt7.5";"Hgalt7.7";"Hgalt7.10";"Hgalt7.12";"Hgalt7.15";"Hgalt7.17";"Hgalt7.20";"TBalt7.3";"TBalt7.5";"TBalt7.7";"TBalt7.10";"TBalt7.12";"TBalt7.15";"TBalt7.17";"TBalt7.20";"Ek7.3";"Ek7.5";"Ek7.7";"Ek7.10";"Ek7.12";"Ek7.15";"Ek7.17";"Ek7.20"
D3;37,1;9,7;D3/13A;Alfeneiro;Ligustrum lucidum W.T.Aiton;Oleaceae;Ligluc;Exótica;63,10000001;78,50000001;85,4;93,60000001;676909,7;7184237,1;3;1;NA;2;2;3;3;3;3;3;2;3;;20,09;24,99;27,18;29,79;0,0317;0,049;0,058;0,0697;1,63;1,18;1,08;0,73;0,8;0,87;8,11348929815829;5,87356893977103;5,37580886012942;2,92116846738695;3,20128051220488;3,20088300220751;42;3;"X2.Y2";"X4.Y3";"X7.Y5";"X8.Y6";"X11.Y8";"X16.Y12";1,2721;0,2535;0,0683;0,0125;0;0;1,3038;0,2852;0,1;0,0442;0,0317;0,0317;0,7335;0,0843;0,0433;0;0;0;17,2530612244898;14,501875;17,215;16,365;20,09;20,09;17,1939583333333;14,1293333333333;16,2566666666667;12,64;NA;NA;1,16443103856163;1,38533810283153;1,16700551844322;1,22761992056218;1;1;0;0;0;0;6,14654374357822;1;6,14654374357822;1;17,248345398853;2;31,0534169309004;3;78,9157619227002;6;97,6574267372518;7;0;0;0,190226975655993;0,190226975655993;0,246899645570615;0,292474834312407;0,43418542182316;0,477981230757472;0;0;0,553156398431598;0,553156398431598;-0,117905851762748;-0,657562599118631;-1,59092480932501;-1,78301019958366;8;150,730060753643;18,8472780973169;6;0,270853706913103;6,58582263451025;0;0;0,190226975655993;0,190226975655993;0,190226975655993;0,235802164397785;0,235802164397785;0,279597973332097;0;0;0,553156398431598;0,553156398431598;0,553156398431598;0,0134996510757144;0,0134996510757144;-0,178585739182938;0;0;1,34634443164908;1,34634443164908;1,34634443164908;2,30562727790928;2,30562727790928;3,67572117239897
E5;17,6;24;E5/75A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;50,30000002;50,30000002;52,49999999;55,1;676974;7184317,6;1;41;NA;1;2;1;3;5;3;2;3;3;;16,01;16,01;16,71;17,54;0,0201;0,0201;0,0219;0,0242;0;0,12;0,17;0,23;0,25;0,28;0;0,749531542785759;1,06183635227983;1,4366021236727;1,56152404747033;1,67564332734889;14;7;"X3.Y2";"X5.Y4";"X9.Y8";"X12.Y10";"X15.Y13";"X23.Y20";2,0986;0,7359;0,0862;0,136;0;0,0171;2,1187;0,756;0,1063;0,1561;0,0201;0,0372;1,6766;0,5899;0,0661;0,0975;0;0;18,7550793650794;20,2863157894737;18,23;17,844;16,01;15,39;18,7993548387097;20,5238888888889;18,97;18,3025;NA;14,77;0,853635417283784;0,78920195101702;0,87822270981898;0,897220354180677;1;1,04028589993502;2,03960780532753;1;2,03960780532753;1;2,03960780532753;1;2,03960780532753;1;35,8924791324734;4;49,9694106164305;5;99,163236669535;8;135,188986129988;10;0,452316570291476;0,452316570291476;0,452316570291476;0,452316570291476;0,786835340782788;0,833425046833781;0,99617520853183;1,12327052120369;-0,607960018961037;-0,607960018961037;-0,607960018961037;-0,607960018961037;0,488866339038876;0,0974458077761138;-0,228161679242086;0,024285302923086;9;127,032690119822;16,7453682380312;5;0,857451927727631;5,13529065569372;0,452316570291476;0,452316570291476;0,452316570291476;0,452316570291476;0,786835340782788;0,833425046833781;0,99617520853183;1,12327052120369;-0,607960018961037;-0,607960018961037;-0,607960018961037;-0,607960018961037;0,488866339038876;0,0974458077761138;-0,228161679242086;0,024285302923086;0,985751120809006;0,985751120809006;0,985751120809006;0,985751120809006;6,12311594978211;7,23846378123732;11,8112024687371;15,6666642391027
A4;9,9;21;A4/120A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;NA;NA;33,4;38,4;676771;7184259,9;NA;NA;2;NA;NA;1;NA;NA;3;NA;NA;3;;NA;NA;10,63;12,22;NA;NA;0,0089;0,0117;NA;NA;NA;NA;NA;0,53;NA;NA;NA;NA;NA;4,98588899341486;35;7;"X1.Y2";"X1.Y3";"X1.Y6";"X2.Y7";"X2.Y9";"X3.Y14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;17,7967857142857;13,79;14,32;14,32;12,49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
I6;48,7;25;I6/89A;Duranta vestita;Duranta vestita Cham.;Verbenaceae;Durves;P;39,7;39,7;NA;NA;677175;7184398,7;1;NA;NA;1;NA;NA;3;4;4;3;NA;NA;;12,64;12,64;NA;NA;0,0125;0,0125;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;28;6;"X5.Y3";"X9.Y6";"X18.Y11";"X22.Y14";"X29.Y19";"X43.Y28";0,5693;0,3802;0,129;0,1391;0,0101;0,0101;0,5818;0,3927;0,1415;0,1516;0,0226;0,0226;0,4889;0,3616;0,129;0,129;0;0;17,339;20,163;23,0166666666667;20,1025;12;12;17,5863157894737;20,9988888888889;28,205;22,59;11,36;11,36;0,728992444777669;0,626890839656797;0,549167270094135;0,628777515234424;1,05333333333333;1,05333333333333;0;0;0;0;6,51920240520265;1;23,4331575225852;3;45,0937629406496;5;59,4115840039259;6;59,4115840039259;6;59,4115840039259;6;0;0;0,13785952964092;0,441319184439845;0,859661707628422;1,04382849368855;1,04382849368855;1,04382849368855;0;0;-0,196343037144927;0,611420851542352;3,56498847900214;5,01004076094939;5,01004076094939;5,01004076094939;10;132,528105910782;22,7078822372309;4;0,243391158720088;3,72788612900901;0;0;0,13785952964092;0,441319184439845;0,859661707628422;1,04382849368855;1,04382849368855;1,04382849368855;0;0;-0,196343037144927;0,611420851542352;3,56498847900214;5,01004076094939;5,01004076094939;5,01004076094939;0;0;1,17923445162306;4,69325336235521;10,5094543567921;14,1098783319087;14,1098783319087;14,1098783319087
E4;1,3;49;E4/149A;Mamica-de-cadela;Zanthoxylum rhoifolium Lam.;Rutaceae;Zanrho;Si;37,7;39,49999999;40,99999999;42,20000001;676999;7184251,3;2;2;NA;3;2;1;3;3;3;2;3;3;;12;12,57;13,05;13,43;0,0113;0,0124;0,0134;0,0142;0,19;0,18;0,16;0,16;0,14;0,13;1,58333333333333;1,5;1,33333333333333;1,27287191726333;1,11376292760541;0,996168582375479;82;7;"X3.Y2";"X5.Y3";"X10.Y5";"X13.Y7";"X17.Y9";"X25.Y13";2,1074;0,7284;0,19;0,1597;0,1038;0,1038;2,1187;0,7397;0,2013;0,171;0,1151;0,1151;2,0062;0,6799;0,1808;0,1597;0,1038;0,1038;18,7550793650794;19,1242857142857;17,5742857142857;19,468;19,8733333333333;19,8733333333333;18,8640322580645;19,4805;18,5033333333333;21,335;23,81;23,81;0,639826671293279;0,627474415477702;0,682815802308568;0,616396137250873;0,603824220060382;0,603824220060382;0;0;0;0;11,9604258133821;2;30,7107195333075;4;30,7107195333075;4;58,5709054285879;6;92,0160761124326;8;130,811298482721;10;0;0;0,414857673431247;0,873206256226455;0,873206256226455;1,14884550838956;1,33680987433804;1,46385466590593;0;0;0,92801711024504;3,86819298172053;3,86819298172053;5,45277540145005;6,27316229487678;6,56011275927918;11;91,7086620903347;15,2469155454233;7;0,7174748552824;6,3234743837926;0;0;0,217719827018402;0,676068409813611;0,676068409813611;0,790605905014233;0,888109674751847;0,888109674751847;0;0;0,393837139319913;3,3340130107954;3,3340130107954;3,83763933604925;4,29059862590284;4,29059862590284;0;0;1,44827215994779;6,94133358935675;6,94133358935675;9,40524345771581;12,1770709712865;12,1770709712865
D4;39,3;26,5;D4/117A;Canela de raposa;Styrax leprosus Hook. & Arn.;Styracaceae;Stylep;Si;33,09999999;37,39999999;43,99999999;50,7;676926,5;7184289,3;2;3;NA;2;2;2;3;3;3;3;3;3;;10,54;11,9;14,01;16,14;0,0087;0,0111;0,0154;0,0205;0,45;0,58;0,62;0,7;0,71;0,71;4,26944971537002;5,50284629981025;5,88235294117647;5,88235294117647;5,96638655462185;5,06780870806567;75;7;"X2.Y2";"X4.Y4";"X8.Y7";"X9.Y9";"X12.Y11";"X18.Y17";1,2951;0,6158;0,0815;0,062;0,0388;0,0388;1,3038;0,6245;0,0902;0,0707;0,0475;0,0475;1,2869;0,6158;0,0815;0,062;0,0388;0,0388;17,2530612244898;18,7785;14,89;14,27;16,38;16,38;17,3929166666667;19,2121052631579;15,9775;15,5133333333333;22,22;22,22;0,610906079962148;0,561280187448412;0,70785762256548;0,738612473721093;0,643467643467643;0,643467643467643;0;0;3,0805843601922;1;3,0805843601922;1;3,0805843601922;1;3,0805843601922;1;3,0805843601922;1;51,3465159464972;4;87,5506846478065;6;0;0,68433749779144;0,68433749779144;0,68433749779144;0,68433749779144;0,68433749779144;0,948164296035946;1,06956616166323;0;3,79148844320929;3,79148844320929;3,79148844320929;3,79148844320929;3,79148844320929;4,60425032132472;4,71930306088986;12;174,799425953058;25,3621017999064;6;0,925623517339386;6,37948798763456;0;0,68433749779144;0,68433749779144;0,68433749779144;0,68433749779144;0,68433749779144;0,948164296035946;1,06956616166323;0;3,79148844320929;3,79148844320929;3,79148844320929;3,79148844320929;3,79148844320929;4,60425032132472;4,71930306088986;0;2,31601994783401;2,31601994783401;2,31601994783401;2,31601994783401;2,31601994783401;10,2893277992717;15,2674643563987
I5;41,3;29,8;I5/71B;Ariticum;Annona rugulosa (Schltdl.) H.Rainer;Annonaceae;Annrug;P;38,09999999;40,70000001;43,00000001;46,3;677179,8;7184341,3;3;3;2;1;1;2;3;3;3;2;2;3;;12,13;12,96;13,69;14,74;0,0116;0,0132;0,0147;0,0171;0,28;0,26;0,29;0,24;0,3;0,35;2,3083264633141;2,1434460016488;2,39076669414674;1,85185185185185;2,31481481481481;2,55661066471877;4;6;"X5.Y3";"X9.Y5";"X18.Y9";"X22.Y11";"X29.Y15";"X43.Y22";0,5702;0,1775;0,0252;0,0252;0,0097;0,0097;0,5818;0,1891;0,0368;0,0368;0,0213;0,0213;0,5138;0,1397;0,0155;0,0155;0;0;17,339;14,515;12,4466666666667;12,4466666666667;11,635;11,635;17,6131578947368;14,78;12,605;12,605;11,14;11,14;0,69957898379376;0,83568722011712;0,974558114622389;0,974558114622389;1,04254404813064;1,04254404813064;0;1;0;1;0;1;0;1;0;1;13,7178715552027;2;28,9297090505335;3;28,9297090505335;3;0;0;0;0;0;0,173319617963021;0,249571684695351;0,249571684695351;0;0;0;0;0;1,21811900138856;1,34565126043323;1,34565126043323;13;429,040344013096;42,4229842882059;5;1,14278266906768;6,16644575470817;0;0;0;0;0;0,173319617963021;0,249571684695351;0,249571684695351;0;0;0;0;0;1,21811900138856;1,34565126043323;1,34565126043323;0;0;0;0;0;3,32313567645731;5,39607514423053;5,39607514423053
B4;7;33,3;B4/9C;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;32,5;35,19999999;37,6;38,3;676833,3;7184257;1;NA;NA;3;NA;1;3;NA;25;3;NA;2;;10,35;11,2;11,97;12,19;0,0084;0,0099;0,0113;0,0117;0,28;0,27;0,2;0,26;0,17;0,07;2,70531400966184;2,60869565217391;1,93236714975845;2,32142857142857;1,51785714285714;0,584795321637427;35;7;"X1.Y2";"X2.Y3";"X4.Y6";"X5.Y7";"X6.Y9";"X9.Y14";0,9136;0,1969;0,0593;0,0894;0,0425;0;0,922;0,2053;0,0677;0,0978;0,0509;0,0084;0,9136;0,1969;0,0593;0,0894;0,0425;0;17,7967857142857;14,39;14,365;14,165;12,6125;10,35;18,0725925925926;14,7572727272727;15,7033333333333;14,928;13,3666666666667;NA;0,581565692039092;0,719249478804725;0,720501218238775;0,730674196964349;0,820614469772052;1;0;0;0;0;0;0;26,3083923592223;3;47,0459473304594;5;71,7877026957258;7;87,067100589605;8;87,067100589605;8;0;0;0;0,420086294625172;0,71383830458063;0,949186490198854;1,02728097554856;1,02728097554856;0;0;0;0,762648919908845;1,80449521287639;2,56693976860626;2,69783497886851;2,69783497886851;14;104,149938702666;18,2477633825033;5;0,17269920337863;2,74656986667616;0;0;0;0,16322883732508;0,31232224357419;0,547670429192414;0,625764914542117;0,625764914542117;0;0;0;0,298369848466059;0,874703406357404;1,63714796208727;1,76804317234953;1,76804317234953;0;0;0;1,68026681253604;4,05766693240411;8,77364396894089;11,1127545701552;11,1127545701552
E5;30,5;3,5;E5/13A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;37,80000001;37,80000001;38,3;39,1;676953,5;7184330,5;2;2;NA;2;2;2;3;5;35;3;2;3;;12,03;12,03;12,19;12,45;0,0114;0,0114;0,0117;0,0122;0;0,03;0,05;0,05;0,07;0,09;0;0,249376558603491;0,415627597672485;0,415627597672485;0,58187863674148;0,7383100902379;13;8;"X3.Y3";"X5.Y5";"X9.Y9";"X11.Y11";"X14.Y14";"X21.Y21";3,0017;0,8934;0,1095;0,0822;0;0;3,0131;0,9048;0,1209;0,0936;0,0114;0,0114;2,7552;0,8428;0,1095;0,0822;0;0;18,2529113924051;18,4972727272727;15,5766666666667;16,775;12,03;12,03;18,3326923076923;18,8052380952381;16,286;18,3566666666667;NA;NA;0,65907294137228;0,650366147343589;0,772309009201798;0,717138599105812;1;1;0;0;0;0;0;0;9,7514101544761;1;31,7012226162625;3;84,4945469516837;7;84,4945469516837;7;121,733997401921;9;0;0;0;0,138692987106635;0,369908870391974;0,729862816130286;0,729862816130286;0,865230859614299;0;0;0;0,434808907925358;1,01352006575894;1,68829005077692;1,68829005077692;2,02443736980988;15;146,034602915041;16,3896252552607;6;1,12491124317729;8,6340195288347;0;0;0;0,138692987106635;0,369908870391974;0,576823173079063;0,576823173079063;0,654420198772878;0;0;0;0,434808907925358;1,01352006575894;1,63596783182322;1,63596783182322;1,93030743875521;0;0;0;1,90883324368457;5,72722402624585;9,94394580625522;9,94394580625522;12,7023735366847
A6;6,7;20;A6/135A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;NA;32,70000001;35,89999999;39,20000001;676770;7184356,7;NA;3;NA;NA;2;2;NA;3;3;NA;3;3;;NA;10,41;11,43;12,48;NA;0,0085;0,0103;0,0122;NA;NA;NA;0,34;0,35;0,35;NA;NA;NA;3,26609029779059;3,36215177713737;3,06211723534558;35;7;"X1.Y3";"X1.Y5";"X1.Y10";"X2.Y12";"X2.Y16";"X3.Y23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;17,8843636363636;16,5171428571429;NA;16,51;21,025;14,1533333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
F3;19,9;46,5;F3/129A;Pitangueira;Eugenia uniflora L.;Myrtaceae;Euguni;C;104,6;107;110;NA;677046,5;7184219,9;3;3;NA;1;2;NA;2;15;4;2;1;NA;;33,3;34,06;35,01;NA;0,0871;0,0911;0,0963;NA;0,25;0,29;NA;0,32;NA;NA;0,750750750750751;0,870870870870871;NA;0,939518496770405;NA;NA;33;2;"X3.Y1";"X6.Y2";"X12.Y4";"X15.Y5";"X20.Y7";"X30.Y10";1,1158;0,4365;0,0644;0,0393;0,00990000000000001;0,00990000000000001;1,2029;0,5236;0,1515;0,1264;0,097;0,097;0,1108;0,1108;0;0;0;0;17,200652173913;20,1871428571429;20,445;21,2966666666667;22,27;22,27;16,8428888888889;19,1784615384615;16,16;15,295;11,24;11,24;1,93597310516538;1,6495647866393;1,62876008804109;1,56362498043512;1,49528513695555;1,49528513695555;0;0;0;0;6,71192967750079;1;15,7562649217226;2;15,7562649217226;2;15,7562649217226;2;49,7068171995779;4;66,7071113146786;5;0;0;0,0502891945767853;0,114537264267957;0,114537264267957;0,114537264267957;0,341470376915137;0,365317341130026;0;0;-3,28668520976133;-4,82908712469613;-4,82908712469613;-4,82908712469613;-1,19556744023247;-2,36025317248769;16;187,669234086935;22,9774183597908;6;0,911044272720742;5,61984667819613;0;0;0,0502891945767853;0,114537264267957;0,114537264267957;0,114537264267957;0,568403489562316;0,592250453777206;0;0;-3,28668520976133;-4,82908712469613;-4,82908712469613;-4,82908712469613;2,43795224423119;1,27326651197597;0;0;0,392435091350636;1,08242194679257;1,08242194679257;1,08242194679257;10,2531599430873;10,8361334340085
F4;50;46;F4/143A;vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;NA;NA;31,8;31,8;677046;7184300;NA;NA;4;NA;NA;1;NA;NA;3;NA;NA;1;;NA;NA;10,12;10,12;NA;NA;0,008;0,008;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;0;2;8;"X3.Y2";"X6.Y4";"X12.Y7";"X15.Y9";"X20.Y12";"X30.Y18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;18,7550793650794;14,49;11,905;10,35;10,35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
A6;41,8;44;A6/39A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;43,89999999;46,3;48,00000001;49,9;676794;7184391,8;1;2;NA;2;2;1;3;3;3;3;3;3;;13,97;14,74;15,28;15,88;0,0153;0,0171;0,0183;0,0198;0,26;0,22;0,21;0,18;0,19;0,2;1,86113099498926;1,5748031496063;1,50322118826056;1,22116689280868;1,28900949796472;1,30890052356021;14;7;"X1.Y3";"X1.Y6";"X2.Y11";"X3.Y14";"X3.Y18";"X5.Y27";1,6737;0,2925;0,2608;0,1787;0,011;0,0729;1,689;0,3078;0,2761;0,194;0,0263;0,0882;1,3771;0,267;0,2498;0,1642;0;0,0729;17,8843636363636;19,4288888888889;20,9242857142857;23,0275;12,905;22,215;17,9568518518519;20,11125;22,0833333333333;26,0466666666667;11,84;30,46;0,781129274937985;0,719032368752145;0,667645251587356;0,606665942894365;1,08252615265401;0,628854377672744;1,58113883008419;1;1,58113883008419;1;1,58113883008419;1;10,6066582060886;2;10,6066582060886;2;74,2519421813097;7;91,0522397977211;8;91,0522397977211;8;1,37899753083363;1,37899753083363;1,37899753083363;1,64936746309082;1,64936746309082;2,10829313806381;2,17135232023461;2,17135232023461;10,4291917232353;10,4291917232353;10,4291917232353;12,6584263148192;12,6584263148192;13,5762855162895;13,6256894029915;13,6256894029915;17;72,0366255601397;13,6457463440346;5;0,398645595378763;3,46212351729266;1,37899753083363;1,37899753083363;1,37899753083363;1,64936746309082;1,64936746309082;2,04028145046335;2,10334063263415;2,10334063263415;10,4291917232353;10,4291917232353;10,4291917232353;12,6584263148192;12,6584263148192;13,7472114096517;13,7966152963536;13,7966152963536;2,25937756969402;2,25937756969402;2,25937756969402;5,20372975070282;5,20372975070282;12,6770154800158;14,5766603497183;14,5766603497183
C3;37;37;C3/45A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;46,50000001;46,50000001;46,79999999;47,30000001;676887;7184237;1;2;NA;3;1;2;3;5;3;2;2;3;;14,8;14,8;14,9;15,06;0,0172;0,0172;0,0174;0,0178;0;0,02;0,03;0,03;0,04;0,05;0;0,135135135135135;0,202702702702703;0,202702702702703;0,27027027027027;0,335570469798658;35;7;"X2.Y2";"X3.Y3";"X6.Y5";"X7.Y6";"X10.Y8";"X14.Y12";1,2866;0,1955;0,0248;0,1087;0;0;1,3038;0,2127;0,042;0,1259;0,0172;0,0172;0,9949;0,1453;0,0248;0,0757;0;0;17,2530612244898;17,6375;16,28;18,7;14,8;14,8;17,3041666666667;18,0428571428571;17,76;20;NA;NA;0,857818784007571;0,839121190644933;0,909090909090909;0,79144385026738;1;1;0;0;0;0;0;0;0;0;0;0;55,6027803365951;4;71,2874862631271;5;71,2874862631271;5;0;0;0;0;0;0,290320646713301;0,424036720646797;0,424036720646797;0;0;0;0;0;0,0303977018879867;1,0658012393256;1,0658012393256;18;594,694061370833;76,5364263620247;5;0,457742535105691;10,1647255438938;0;0;0;0;0;0,273331640074148;0,407047714007645;0,407047714007645;0;0;0;0;0;-0,0893990778585061;0,946004459579112;0,946004459579112;0;0;0;0;0;6,38168512285485;9,33465532261453;9,33465532261453
H7;26,9;42,5;H7/146B;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;80,70000002;81,30000001;81,30000001;79,99999999;677142,5;7184426,9;1;1;1;2;2;1;3;2;3;2;2;2;;25,69;25,88;25,88;25,46;0,0518;0,0526;0,0526;0,0509;0,06;0,03;-0,03;0;-0,07;-0,14;0,233553912028026;0,116776956014013;-0,116776956014013;0;-0,27047913446677;-0,540958268933539;34;6;"X4.Y4";"X8.Y7";"X16.Y13";"X20.Y16";"X27.Y21";"X40.Y31";1,14;0,3146;0,1104;0,1104;0,0714;0,0714;1,1918;0,3664;0,1622;0,1622;0,1232;0,1232;0,333;0,1409;0;0;0;0;15,9703773584906;17,0792857142857;16,6385714285714;16,6385714285714;19,465;19,465;15,7834615384615;16,4169230769231;15,13;15,13;17,39;17,39;1,6086031922309;1,50416126468989;1,54400274748862;1,54400274748862;1,31980477780632;1,31980477780632;4,14367292538421;2;8,64367292538421;3;8,64367292538421;3;24,2810846294473;5;24,2810846294473;5;65,2966329539889;8;65,2966329539889;8;83,5597104595361;9;0,705026369493734;0,816007728431497;0,816007728431497;0,969452701410103;0,969452701410103;1,14682920744317;1,14682920744317;1,17436670345104;-8,83739569372727;-11,695173471505;-11,695173471505;-14,3681826374165;-14,3681826374165;-15,4831335013842;-15,4831335013842;-16,1823584811896;19;33,5056434479394;10,112145508078;5;0,29340552402519;3,84414971241289;0,705026369493734;0,816007728431497;0,816007728431497;0,969452701410103;0,969452701410103;1,14682920744317;1,14682920744317;1,17436670345104;-8,83739569372727;-11,695173471505;-11,695173471505;-14,3681826374165;-14,3681826374165;-15,4831335013842;-15,4831335013842;-16,1823584811896;1,42545539879079;1,98675907781354;1,98675907781354;3,41095377444284;3,41095377444284;6,5621717300907;6,5621717300907;7,36926896197838
G2;3,6;33;G2/119A;Escallonia bifida;Escallonia bifida Link & Otto;Escalloniaceae;Escbif;P;31,49999998;31,8;NA;NA;677083;7184153,6;42;42;NA;1;1;NA;3;3;4;2;3;NA;;10,03;10,12;NA;NA;0,0079;0,008;NA;NA;0,03;NA;NA;NA;NA;NA;0,299102691924227;NA;NA;NA;NA;NA;30;6;"X4.Y1";"X7.Y1";"X14.Y2";"X17.Y2";"X23.Y2";"X34.Y3";2,8666;0,3716;0,1337;0;0;0;2,8745;0,3795;0,1416;0,0079;0,0079;0,0079;2,8508;0,3558;0,1179;0;0;0;19,365223880597;15,9805882352941;14,32;10,03;10,03;10,03;19,5066666666667;16,3525;14,9328571428571;NA;NA;NA;0,51793875773621;0,627636470718151;0,700418994413408;1;1;1;0;0;0;0;0;0;0;0;0;0;14,2126704035519;1;114,44177425333;7;169,715775786344;10;0;0;0;0;0;0,0741478170269111;0,63207388870426;0,864432257522328;0;0;0;0;0;0,0379942674154358;2,02786093779597;2,72459068117965;20;307,295132711893;25,7216516662435;8;1,5862333251995;17,101744475787;0;0;0;0;0;0,0741478170269111;0,857237354110513;1,08959572292858;0;0;0;0;0;0,0379942674154358;3,10586241520641;3,8025921585901;0;0;0;0;0;2,10091855112126;26,7740748435879;35,8366413868356
